,Year (Gregorian),Year (Hijri),Province,Education Department,Education_Office,Authority,Educational_Level,School_Type,School_Gender,School_System,Total_Classes,Total_Students,Total_Saudi_Students,New_Students,New_Saudi_Students,Total_Teachers,Total_Saudi_Teachers,Total_AdmInistrators,Total_Saudi_AdmInistrators,Total_Servants,Total_Workers,Total_Foreign_Students,Total_Foreign_Teachers,Students Per Class
2213,2018,1439,Al Qassim,Education Department In Al-Bukayriyah,Al-Bukayriyah,Public,Elementary,Adult Education ,Boys,General system,11,121,48,16,9,0,0,0,0,0,0,73,0,11.0
2214,2018,1439,Al Qassim,Education Department In Al-Bukayriyah,Al-Bukayriyah,Public,Elementary,Religious (Koranic),Girls,General system,24,406,399,74,74,79,79,17,17,3,4,7,0,17.0
2215,2018,1439,Al Qassim,Education Department In Al-Bukayriyah,Al-Bukayriyah,Public,Elementary,Religious (Koranic),Boys,General system,21,407,377,84,81,36,36,5,5,0,0,30,0,19.0
2216,2018,1439,Al Qassim,Education Department In Al-Bukayriyah,Al-Bukayriyah,Public,Elementary,Special education,Girls,General system,9,20,20,0,0,12,12,2,2,0,1,0,0,2.0
2217,2018,1439,Al Qassim,Education Department In Al-Bukayriyah,Al-Bukayriyah,Public,Elementary,Special education,Boys,General system,11,26,22,1,0,16,16,0,0,0,0,4,0,2.0
2218,2018,1439,Al Qassim,Education Department In Al-Bukayriyah,Al-Bukayriyah,Public,Elementary,Day,Girls,General system,149,2724,2446,455,416,431,431,94,94,5,15,278,0,18.0
2219,2018,1439,Al Qassim,Education Department In Al-Bukayriyah,Al-Bukayriyah,Public,Elementary,Day,Boys,General system,139,2612,2369,384,346,225,225,32,32,4,0,243,0,19.0
2220,2018,1439,Al Qassim,Education Department In Al-Bukayriyah,Al-Bukayriyah,Public,High,Religious (Koranic),Girls,General system,6,90,87,26,24,21,21,4,4,0,1,3,0,15.0
2221,2018,1439,Al Qassim,Education Department In Al-Bukayriyah,Al-Bukayriyah,Public,High,Religious (Koranic),Boys,General system,3,51,49,17,17,6,6,0,0,0,0,2,0,17.0
2222,2018,1439,Al Qassim,Education Department In Al-Bukayriyah,Al-Bukayriyah,Public,High,Special education,Girls,General system,4,16,15,5,4,4,4,0,0,0,0,1,0,4.0
2223,2018,1439,Al Qassim,Education Department In Al-Bukayriyah,Al-Bukayriyah,Public,High,Special education,Boys,General system,5,14,14,6,6,10,10,0,0,0,0,0,0,3.0
2224,2018,1439,Al Qassim,Education Department In Al-Bukayriyah,Al-Bukayriyah,Public,High,Adult Education ,Boys,General system,6,144,141,37,35,0,0,0,0,0,0,3,0,24.0
2225,2018,1439,Al Qassim,Education Department In Al-Bukayriyah,Al-Bukayriyah,Public,High,Day,Girls,General system,47,934,878,299,274,161,161,42,42,1,3,56,0,20.0
2226,2018,1439,Al Qassim,Education Department In Al-Bukayriyah,Al-Bukayriyah,Public,High,Day,Girls,Course system,12,322,289,121,108,29,29,10,10,0,0,33,0,27.0
2227,2018,1439,Al Qassim,Education Department In Al-Bukayriyah,Al-Bukayriyah,Public,High,Day,Boys,General system,40,964,920,330,315,96,96,9,9,0,0,44,0,24.0
2228,2018,1439,Al Qassim,Education Department In Al-Bukayriyah,Al-Bukayriyah,Public,High,Day,Boys,Course system,14,344,317,158,146,31,31,6,6,0,0,27,0,25.0
2229,2018,1439,Al Qassim,Education Department In Al-Bukayriyah,Al-Bukayriyah,Public,Middle,Religious (Koranic),Girls,General system,9,148,143,46,43,26,26,8,8,0,1,5,0,16.0
2230,2018,1439,Al Qassim,Education Department In Al-Bukayriyah,Al-Bukayriyah,Public,Middle,Religious (Koranic),Boys,General system,9,154,146,48,46,23,23,3,3,1,0,8,0,17.0
2231,2018,1439,Al Qassim,Education Department In Al-Bukayriyah,Al-Bukayriyah,Public,Middle,Special education,Girls,General system,3,13,12,6,5,3,3,1,1,0,0,1,0,4.0
2232,2018,1439,Al Qassim,Education Department In Al-Bukayriyah,Al-Bukayriyah,Public,Middle,Special education,Boys,General system,5,15,14,3,3,8,8,0,0,0,0,1,0,3.0
2233,2018,1439,Al Qassim,Education Department In Al-Bukayriyah,Al-Bukayriyah,Public,Middle,Adult Education ,Boys,General system,6,81,67,24,17,0,0,0,0,0,0,14,0,14.0
2234,2018,1439,Al Qassim,Education Department In Al-Bukayriyah,Al-Bukayriyah,Public,Middle,Day,Girls,General system,53,1365,1255,446,404,156,156,46,46,3,3,110,0,26.0
2235,2018,1439,Al Qassim,Education Department In Al-Bukayriyah,Al-Bukayriyah,Public,Middle,Day,Boys,General system,51,1215,1126,390,362,127,127,13,13,2,0,89,0,24.0
2236,2018,1439,Al Qassim,Education Department In Al-Bukayriyah,Al-Bukayriyah,Public,KIndergarten,Day,Girls,General system,26,473,472,39,39,42,42,39,39,0,2,1,0,18.0
2237,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass Education Department,Private,Elementary,Religious (Koranic),Girls,General system,1,3,3,3,3,0,0,0,0,0,0,0,0,3.0
2238,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass Education Department,Private,Elementary,Day,Girls,General system,18,160,154,32,32,36,34,4,4,0,0,6,2,9.0
2239,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass Education Department,Private,High,Day,Girls,General system,22,299,269,49,43,40,38,6,6,0,0,30,2,14.0
2240,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass Education Department,Private,Middle,Day,Girls,General system,9,81,81,22,22,19,19,4,4,0,0,0,0,9.0
2241,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass Education Department,Private,KIndergarten,Day,Girls,General system,33,510,476,42,37,48,47,9,9,0,1,34,1,15.0
2242,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass Education Department,International ,Elementary,Day,Girls,General system,6,78,11,15,0,9,7,0,0,0,0,67,2,13.0
2243,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass Education Department,International ,KIndergarten,Day,Girls,General system,5,99,28,10,4,7,4,0,0,0,0,71,3,20.0
2244,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass Education Department,Public,Elementary,Adult Education ,Girls,General system,22,241,224,80,74,0,0,5,5,0,0,17,0,11.0
2245,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass Education Department,Public,Elementary,Religious (Koranic),Girls,General system,25,372,352,68,67,69,69,21,21,0,2,20,0,15.0
2246,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass Education Department,Public,Elementary,Special education,Girls,General system,9,30,27,1,1,18,18,5,5,0,0,3,0,3.0
2247,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass Education Department,Public,Elementary,Day,Girls,General system,361,6190,5712,992,927,996,996,271,271,16,27,478,0,17.0
2248,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass Education Department,Public,High,Religious (Koranic),Girls,General system,3,17,12,8,6,20,20,5,5,0,0,5,0,6.0
2249,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass Education Department,Public,High,Special education,Girls,General system,7,20,20,7,7,4,4,0,0,0,0,0,0,3.0
2250,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass Education Department,Public,High,Adult Education ,Girls,General system,5,51,41,18,15,23,23,4,4,0,0,10,0,10.0
2251,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass Education Department,Public,High,Day,Girls,General system,57,1040,1021,309,304,278,278,48,48,2,2,19,0,18.0
2252,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass Education Department,Public,High,Day,Girls,Course system,64,1856,1726,741,699,240,240,24,24,1,4,130,0,29.0
2253,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass Education Department,Public,Middle,Religious (Koranic),Girls,General system,11,171,151,52,42,48,48,10,10,1,0,20,0,16.0
2254,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass Education Department,Public,Middle,Special education,Girls,General system,7,21,19,6,5,5,5,0,0,0,0,2,0,3.0
2255,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass Education Department,Public,Middle,Adult Education ,Girls,General system,3,45,37,17,13,14,14,3,3,0,0,8,0,15.0
2256,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass Education Department,Public,Middle,Day,Girls,General system,128,2926,2732,987,908,508,508,106,106,1,11,194,0,23.0
2257,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass Education Department,Public,KIndergarten,Day,Girls,General system,69,1289,1278,31,30,134,134,61,61,2,5,11,0,19.0
2258,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass,Private,Elementary,Day,Boys,General system,41,635,603,149,144,68,30,0,0,0,0,32,38,15.0
2259,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass,Private,High,Adult Education ,Boys,General system,1,29,29,0,0,0,0,0,0,0,0,0,0,29.0
2260,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass,Private,High,Day,Boys,General system,16,328,312,18,18,34,24,3,3,0,0,16,10,20.0
2261,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass,Private,High,Day,Boys,Course system,3,57,52,57,52,4,2,0,0,0,0,5,2,19.0
2262,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass,Private,Middle,Day,Boys,General system,9,117,114,24,24,17,12,0,0,0,0,3,5,13.0
2263,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass,International ,Elementary,Day,Boys,General system,6,173,9,26,0,6,4,0,0,0,0,164,2,29.0
2264,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass,Public,Elementary,Adult Education ,Boys,General system,12,66,35,14,8,0,0,0,0,0,0,31,0,6.0
2265,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass,Public,Elementary,Religious (Koranic),Boys,General system,18,319,303,59,56,42,41,3,3,0,1,16,1,18.0
2266,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass,Public,Elementary,Special education,Boys,General system,26,46,44,7,7,35,35,0,0,0,0,2,0,2.0
2267,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass,Public,Elementary,Day,Boys,General system,337,5780,5328,877,820,743,743,82,82,9,3,452,0,17.0
2268,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass,Public,High,Religious (Koranic),Boys,General system,3,32,26,11,9,7,7,1,1,0,0,6,0,11.0
2269,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass,Public,High,Special education,Boys,General system,8,18,17,8,7,8,8,0,0,0,0,1,0,2.0
2270,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass,Public,High,Adult Education ,Boys,General system,12,192,192,45,45,0,0,0,0,0,0,0,0,16.0
2271,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass,Public,High,Day,Boys,General system,25,652,616,117,108,84,84,10,10,1,1,36,0,26.0
2272,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass,Public,High,Day,Boys,Course system,72,1933,1808,822,770,158,158,20,20,0,0,125,0,27.0
2273,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass,Public,Middle,Religious (Koranic),Boys,General system,9,150,133,56,49,23,23,2,2,0,0,17,0,17.0
2274,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass,Public,Middle,Special education,Boys,General system,8,14,12,3,2,4,4,0,0,0,0,2,0,2.0
2275,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass,Public,Middle,Adult Education ,Boys,General system,7,75,75,11,11,0,0,0,0,0,0,0,0,11.0
2276,2018,1439,Al Qassim,Al-Rass Education Department,Al-Rass,Public,Middle,Day,Boys,General system,116,2873,2684,976,907,289,289,43,43,1,2,189,0,25.0
2277,2018,1439,Al Qassim,Al-Rass Education Department,Dariyah,Public,Elementary,Adult Education ,Boys,General system,2,7,6,1,0,0,0,0,0,0,0,1,0,4.0
2278,2018,1439,Al Qassim,Al-Rass Education Department,Dariyah,Public,Elementary,Religious (Koranic),Boys,General system,12,131,119,18,18,21,21,1,1,0,0,12,0,11.0
2279,2018,1439,Al Qassim,Al-Rass Education Department,Dariyah,Public,Elementary,Special education,Boys,General system,3,2,2,0,0,3,3,0,0,0,0,0,0,1.0
2280,2018,1439,Al Qassim,Al-Rass Education Department,Dariyah,Public,Elementary,Day,Boys,General system,176,1279,1264,207,206,214,214,15,15,2,2,15,0,7.0
2281,2018,1439,Al Qassim,Al-Rass Education Department,Dariyah,Public,High,Special education,Boys,General system,2,4,4,3,3,3,3,0,0,0,0,0,0,2.0
2282,2018,1439,Al Qassim,Al-Rass Education Department,Dariyah,Public,High,Adult Education ,Boys,General system,3,65,65,11,11,0,0,0,0,0,0,0,0,22.0
2283,2018,1439,Al Qassim,Al-Rass Education Department,Dariyah,Public,High,Day,Boys,General system,26,740,727,272,266,87,87,5,5,0,0,13,0,28.0
2284,2018,1439,Al Qassim,Al-Rass Education Department,Dariyah,Public,Middle,Religious (Koranic),Boys,General system,3,44,41,15,15,9,9,1,1,0,0,3,0,15.0
2285,2018,1439,Al Qassim,Al-Rass Education Department,Dariyah,Public,Middle,Special education,Boys,General system,1,1,1,0,0,2,2,0,0,0,0,0,0,1.0
2286,2018,1439,Al Qassim,Al-Rass Education Department,Dariyah,Public,Middle,Adult Education ,Boys,General system,3,27,27,5,5,0,0,0,0,0,0,0,0,9.0
2287,2018,1439,Al Qassim,Al-Rass Education Department,Dariyah,Public,Middle,Day,Boys,General system,31,624,617,181,179,49,49,5,5,1,0,7,0,20.0
2288,2018,1439,Al Qassim,Al-Rass Education Department,Dariyah Education Office ,Public,Elementary,Adult Education ,Girls,General system,10,66,66,15,15,0,0,0,0,0,0,0,0,7.0
2289,2018,1439,Al Qassim,Al-Rass Education Department,Dariyah Education Office ,Public,Elementary,Religious (Koranic),Girls,General system,5,35,23,0,0,9,9,1,1,0,0,12,0,7.0
2290,2018,1439,Al Qassim,Al-Rass Education Department,Dariyah Education Office ,Public,Elementary,Special education,Girls,General system,1,5,5,0,0,1,1,0,0,0,0,0,0,5.0
2291,2018,1439,Al Qassim,Al-Rass Education Department,Dariyah Education Office ,Public,Elementary,Day,Girls,General system,121,1165,1133,181,176,153,153,63,63,5,12,32,0,10.0
2292,2018,1439,Al Qassim,Al-Rass Education Department,Dariyah Education Office ,Public,High,Day,Girls,General system,27,562,551,184,179,58,58,28,28,2,0,11,0,21.0
2293,2018,1439,Al Qassim,Al-Rass Education Department,Dariyah Education Office ,Public,Middle,Day,Girls,General system,22,510,492,189,181,53,53,11,11,1,1,18,0,23.0
2294,2018,1439,Al Qassim,Al-Rass Education Department,Dariyah Education Office ,Public,KIndergarten,Day,Girls,General system,8,84,84,0,0,7,7,11,11,0,0,0,0,10.0
2295,2018,1439,Al Qassim,Al-Mithnab Education Department,Department of Educational Supervision ,Private,Elementary,Day,Boys,General system,6,34,26,11,9,7,2,0,0,0,0,8,5,6.0
2296,2018,1439,Al Qassim,Al-Mithnab Education Department,Department of Educational Supervision ,Private,High,Day,Boys,General system,4,101,100,23,22,9,1,0,0,0,0,1,8,25.0
2297,2018,1439,Al Qassim,Al-Mithnab Education Department,Department of Educational Supervision ,Private,Middle,Day,Boys,General system,2,11,11,0,0,4,0,0,0,0,0,0,4,6.0
2298,2018,1439,Al Qassim,Al-Mithnab Education Department,Department of Educational Supervision ,Public,Elementary,Adult Education ,Boys,General system,5,20,18,2,2,0,0,0,0,0,0,2,0,4.0
2299,2018,1439,Al Qassim,Al-Mithnab Education Department,Department of Educational Supervision ,Public,Elementary,Religious (Koranic),Boys,General system,11,182,155,43,38,18,18,3,3,0,0,27,0,17.0
2300,2018,1439,Al Qassim,Al-Mithnab Education Department,Department of Educational Supervision ,Public,Elementary,Special education,Boys,General system,11,20,19,2,2,17,17,0,0,0,0,1,0,2.0
2301,2018,1439,Al Qassim,Al-Mithnab Education Department,Department of Educational Supervision ,Public,Elementary,Day,Boys,General system,151,2327,2201,407,392,253,253,34,34,1,0,126,0,15.0
2302,2018,1439,Al Qassim,Al-Mithnab Education Department,Department of Educational Supervision ,Public,High,Religious (Koranic),Boys,General system,3,24,21,8,7,9,9,0,0,0,0,3,0,8.0
2303,2018,1439,Al Qassim,Al-Mithnab Education Department,Department of Educational Supervision ,Public,High,Special education,Boys,General system,6,14,14,4,4,3,3,0,0,0,0,0,0,2.0
2304,2018,1439,Al Qassim,Al-Mithnab Education Department,Department of Educational Supervision ,Public,High,Adult Education ,Boys,General system,3,115,114,25,25,0,0,1,1,0,0,1,0,38.0
2305,2018,1439,Al Qassim,Al-Mithnab Education Department,Department of Educational Supervision ,Public,High,Day,Boys,General system,32,751,724,71,70,119,119,17,17,0,0,27,0,23.0
2306,2018,1439,Al Qassim,Al-Mithnab Education Department,Department of Educational Supervision ,Public,High,Day,Boys,Course system,18,425,401,351,337,6,6,0,0,0,0,24,0,24.0
2307,2018,1439,Al Qassim,Al-Mithnab Education Department,Department of Educational Supervision ,Public,Middle,Religious (Koranic),Boys,General system,3,53,45,23,21,9,9,1,1,0,0,8,0,18.0
2308,2018,1439,Al Qassim,Al-Mithnab Education Department,Department of Educational Supervision ,Public,Middle,Special education,Boys,General system,4,6,6,2,2,8,8,0,0,0,0,0,0,2.0
2309,2018,1439,Al Qassim,Al-Mithnab Education Department,Department of Educational Supervision ,Public,Middle,Adult Education ,Boys,General system,6,69,69,18,18,0,0,0,0,0,0,0,0,12.0
2310,2018,1439,Al Qassim,Al-Mithnab Education Department,Department of Educational Supervision ,Public,Middle,Day,Boys,General system,58,1123,1073,370,360,143,143,16,16,3,0,50,0,19.0
2311,2018,1439,Al Qassim,Al-Mithnab Education Department,Al-Mithnab Education Department,Private,Elementary,Religious (Koranic),Girls,General system,3,44,42,11,11,5,5,3,3,0,0,2,0,15.0
2312,2018,1439,Al Qassim,Al-Mithnab Education Department,Al-Mithnab Education Department,Private,High,Day,Girls,General system,5,34,25,6,6,6,6,2,2,0,0,9,0,7.0
2313,2018,1439,Al Qassim,Al-Mithnab Education Department,Al-Mithnab Education Department,Private,Middle,Day,Girls,General system,1,2,2,0,0,6,6,0,0,0,0,0,0,2.0
2314,2018,1439,Al Qassim,Al-Mithnab Education Department,Al-Mithnab Education Department,Private,KIndergarten,Day,Girls,General system,20,244,234,19,17,24,24,5,5,0,0,10,0,12.0
2315,2018,1439,Al Qassim,Al-Mithnab Education Department,Al-Mithnab Education Department,Public,Elementary,Adult Education ,Girls,General system,13,114,112,59,58,0,0,0,0,0,0,2,0,9.0
2316,2018,1439,Al Qassim,Al-Mithnab Education Department,Al-Mithnab Education Department,Public,Elementary,Religious (Koranic),Girls,General system,22,301,265,51,45,42,42,23,23,3,2,36,0,14.0
2317,2018,1439,Al Qassim,Al-Mithnab Education Department,Al-Mithnab Education Department,Public,Elementary,Special education,Girls,General system,4,7,7,2,2,6,6,1,1,1,1,0,0,2.0
2318,2018,1439,Al Qassim,Al-Mithnab Education Department,Al-Mithnab Education Department,Public,Elementary,Day,Girls,General system,173,2150,2019,346,326,344,344,128,128,8,21,131,0,12.0
2319,2018,1439,Al Qassim,Al-Mithnab Education Department,Al-Mithnab Education Department,Public,High,Religious (Koranic),Girls,General system,3,30,27,10,9,11,11,3,3,0,0,3,0,10.0
2320,2018,1439,Al Qassim,Al-Mithnab Education Department,Al-Mithnab Education Department,Public,High,Adult Education ,Girls,General system,3,26,25,6,5,8,8,3,3,1,0,1,0,9.0
2321,2018,1439,Al Qassim,Al-Mithnab Education Department,Al-Mithnab Education Department,Public,High,Day,Girls,General system,51,762,722,147,138,171,171,42,42,3,4,40,0,15.0
